NUMERO,DESCRICAO,FAMILIA,PRECO1,PRECOVENDA,STOCK,MARGEM
675,VINHO MULA VELHA REGIONAL BRANCO 6X75 CL,alcoolicas,"2.194,90",2.460,"35,00","12,08%"

676,VINHO PERA DOCE RESERVA TINTO 6X75 CL,alcoolicas,"2.970,98",3.330,"566,67","12,08%"

677,ESFREG_O SALVA UNHAS  SAYMA PACK 4 UN 14X1 PACK,OUTROS/DIVERSOS,"868,09",973,"42,57","12,09%"

678,VINHO TERRAS P_ ERMELINDA F. RESER. TINTO 6X75 CL,alcoolicas,"4.157,16",4.660,"10,50","12,10%"

679,FARINHA P_O ( RALADO ) TREVI 4X1KG,Alimentos,"616,37",691,"7,25","12,11%"

680,VINHO MULA VELHA REGIONAL TINTO 6X75 CL,alcoolicas,"2.194,26",2.460,"273,67","12,11%"

681,FARINHA BRINTA 20X500 GR,Alimentos,"3.566,78",3.999,"379,35","12,12%"

682,DROPS DORI FRUTSY FRUTAS SORTIDAS (606) 1X600GR,CONFEITARIAS,"139,13",156,"162,33","12,13%"

683,VINHO CASAL MENDES ROS_ 6X75 CL,alcoolicas,"2.399,94",2.691,"16,00","12,13%"

684,SHAMPOO PESSEGO AMALFI 16X750 ML,cosmeticos,"1.671,21",1.874,"3,50","12,13%"

685,VINHO DO PORTO SANDEMAN RUBY 6X75 CL,alcoolicas,"6.184,44",6.935,"1,50","12,14%"

686,FEIJ_O SECO PEDRA TREVI 1X5 KG,Alimentos,"685,71",769,"47,00","12,15%"

687,VINHO DEFESA 2015 TINTO 6X75 CL,alcoolicas,"5.883,10",6.599,"4,00","12,17%"

688,VINHO QUINTA CARVALHAIS TINTO 6X75 CL,alcoolicas,"6.944,84",7.790,"13,83","12,17%"

689,DET. P_ P/AREAR B29 LIM_O 12X650 GR,PRODUTOS DE HIGIENE LIMPEZA,"876,35",983,"145,33","12,17%"

690,FRALDA P/ADULTO INDAS M_DIO C/ELASTICO 4X20 UN,PRODUTOS DE HIGIENE LIMPEZA,"2.515,70",2.822,"101,00","12,18%"

691,SALSICHAS NOBRE 6UN 24X120 GR,Alimentos,"1.150,82",1.291,"0,97","12,18%"

692,FEIJ_O SECO CATARINO TREVI 1X5 KG,Alimentos,"783,54",879,"2,00","12,18%"

693,AMAC. ROUPA P_TALAS ALOE VERA 9X2 LT,cosmeticos,"868,19",974,"4,00","12,19%"

694,"DET. P_ P/M_Q. XAU LAVANDA 112D 1X6,72 KG",PRODUTOS DE HIGIENE LIMPEZA,"1.255,90",1.409,"11,00","12,19%"

695,MIGAS DE PALOCO 1X5 KG,Alimentos,"3.386,13",3.799,"84,00","12,19%"

696,_GUA T_NICA SILVER TONIC LTA 24X33 CL,n_alcool,"999,17",1.121,"1.668,17","12,19%"

697,VINHO ALIAN_A FORAL DOURO TINTO 6X75 CL,alcoolicas,"2.883,36",3.235,"4,00","12,20%"

698,PURE BATATA TREVI 15X200 GR,Alimentos,"739,70",830,"1,10","12,21%"

699,CHAPA ACR_LICA AMARELA 3005X2003X5 MM 1X1 UN,OUTROS/DIVERSOS,"32.077,25",36.000,"4,00","12,23%"

700,ANAN_S EM RODELAS TREVI 12X565 GR,Alimentos,"1.282,14",1.439,"6,00","12,23%"

701,DET. P_ P/AREAR B29 LIMA 12X650 GR,PRODUTOS DE HIGIENE LIMPEZA,"875,83",983,"140,08","12,24%"

702,DROPS DORI HORTEL_ SABOR MENTA 1X600GR,CONFEITARIAS,"150,54",169,"10,00","12,26%"

703,MORTADELA SIMPLES ( MINI ) A. SOEIROS 1X1 KG,Alimentos,"309,06",347,"4,65","12,28%"

704,VINHO VERDE BRANCO MAU MARIA 6X75 CL,alcoolicas,"2.577,92",2.895,"8,50","12,30%"

705,MEL ABELHA FRUTIBOM 12X375GR,Alimentos,"3.591,86",4.034,"25,50","12,31%"

706,SHAMPOO ALOE VERA AMALFI 16X750 ML,cosmeticos,"1.668,37",1.874,"5,00","12,33%"

707,GEL BANHO SPA DUCHE AMALFI 16X750 ML,cosmeticos,"1.965,57",2.208,"4,25","12,33%"

708,CHUPETA DORI BOL. SAB.TUTTI-FRUTTI (R_217) 1X400GR,CONFEITARIAS,"158,44",178,"1,00","12,35%"

709,SHAMPOO ARGAN AMALFI 16X750 ML,cosmeticos,"1.667,99",1.874,"3,25","12,35%"

710,SHAMPOO MA_A AMALFI 16X750 ML,cosmeticos,"1.667,90",1.874,"2,75","12,36%"

711,AZEITE CAMPON_S GFA 24X500 ML,Alimentos,"5.506,66",6.189,"7,50","12,39%"

712,VINHO TESOURO DE PIAS TINTO 6X75 CL,alcoolicas,"1.531,25",1.721,"699,66","12,39%"

713,CH_ LIPTON ELEGANCIA BODY & BALANCE 12X20 UN,Alimentos,"1.322,87",1.487,"12,25","12,41%"

714,DET. P_ M_O XAU 14X500 GR,OUTROS/DIVERSOS,"2.056,77",2.312,"25,91","12,41%"

715,SAB_O BLOCO B29 12X150 GR,PRODUTOS DE HIGIENE LIMPEZA,"440,21",495,"0,25","12,45%"

716,DROPS DORI RECH. HORT. SABOR MENTA (620) 1X600GR,CONFEITARIAS,"150,29",169,"9,50","12,45%"

717,VINHO DONA ERM. CABERNET SAUV. RES. TINTO 6X75 CL,alcoolicas,"7.105,38",7.990,"10,00","12,45%"

718,BEBIDA ENERG_TICA GREEN ENERGY LTA 24X25 CL,n_alcool,"1.063,53",1.196,"154,42","12,46%"

719,FEIJ_O FRADE TREVI LATA 12X820 GR,Alimentos,"1.019,93",1.147,"1,01","12,46%"

720,SABON. DURU SOFT SENS CALEND. ECOPACK 12X90 GR,cosmeticos,"277,42",312,"181,16","12,46%"

721,DET. LAVA LOU_A BRILHANTE 20X75 CL,PRODUTOS DE HIGIENE LIMPEZA,"1.298,16",1.460,"46,45","12,47%"

722,"SEMENTE, LINHA_A DOURADA MOIDA 12X200 GR",Alimentos,"1.298,13",1.460,"29,17","12,47%"

723,"DET. P_ P/M_Q. XAU CL_SSICO 112D 1X6,72 KG",PRODUTOS DE HIGIENE LIMPEZA,"1.252,70",1.409,"6,00","12,48%"

724,PO P/REFRESCO FOSTER FRUT. SILVESTRE PCT 12X30 GR,n_alcool,"184,89",208,"171,00","12,50%"

725,VINHO CHILENO LOS BOLBOS MERLOT TINTO 6X75 CL,alcoolicas,"4.613,31",5.190,"1,00","12,50%"

726,CREME DE OLEO COCO N-JOY FRASCO 24X200 ML,Alimentos,"4.703,05",5.291,"2,50","12,50%"

727,SABON. DURU SOFT GREEN TEA ECOPACK 12X90 GR,cosmeticos,"277,32",312,"168,50","12,51%"

728,SABON. DURU SOFT PINK GRAPEF. ECOPACK 12X90 GR,cosmeticos,"277,32",312,"49,50","12,51%"

729,SABON. DURU SOFT SEA MIN. ECOPACK 12X90 GR,cosmeticos,"277,31",312,"67,00","12,51%"

730,LEN_O HIG. BRANCO RENOVA 6X10 UN,PRODUTOS DE HIGIENE LIMPEZA,"68,43",77,"769,00","12,52%"

731,TOALHITAS H_MIDA LOVIN 21X72 UN,PRODUTOS DE HIGIENE LIMPEZA,"1.150,84",1.295,"92,37","12,53%"

732,DROPS DORI YOGURTE 100 MOR.(507) 1X600GR,CONFEITARIAS,"138,63",156,"21,00","12,53%"

733,IOGURTE PASCUAL SABOR MANGA 24X125 GR,Alimentos,"661,93",745,"0,67","12,55%"

734,DESOD. ROLL-ON NIVEA COOL KICK (RF_ 834) 6X50ML,cosmeticos,"977,20",1.100,"1,00","12,57%"

735,FEIJ_O BRANCO TREVI LATA 12X425 GR,Alimentos,"663,59",747,"12,25","12,57%"

736,FEIJ_O SECO PRETO 1X5 KG,Alimentos,"532,06",599,"24,76","12,58%"

737,IOGURTE PASCUAL SABOR MACEDONIA 24X125 GR,Alimentos,"661,74",745,"69,20","12,58%"

738,IOGURTE PASCUAL SABOR BANANA 24X125 GR,Alimentos,"661,69",745,"64,88","12,59%"

739,VINHO ALMA PIAS REGIONAL TINTO 6X75 CL,alcoolicas,"1.772,76",1.996,"659,33","12,59%"

740,AZEITONA VERDE OLIV.SERRA FR. 12X220 GR,Alimentos,"791,32",891,"49,50","12,60%"

741,IOGURTE PASCUAL SABOR COCO 24X125 GR,Alimentos,"661,60",745,"35,00","12,61%"

742,IOGURTE PASCUAL SABOR MORANGO 24X125 GR,Alimentos,"661,54",745,"40,55","12,62%"

743,MAYONAISE CALVE TOP DOWN 8X227GR,Alimentos,"791,12",891,"1,00","12,63%"

744,VINHO DONA ERMELINDA PINOT NOIR RES. TINTO 6X75 CL,alcoolicas,"7.094,24",7.990,"22,00","12,63%"

745,BACALHAU ESPECIAL 1X1 KG,Alimentos,"1.396,65",1.573,"1,78","12,63%"

746,IOGURTE PASCUAL SABOR MIRTILO 24X125 GR,Alimentos,"661,43",745,"20,00","12,63%"

747,CHOURI_O CARNE ARGOLA 1X1 KG,Alimentos,"300,04",338,"1,12","12,65%"

748,VINHO CHILENO LOS BOLBOS SYRAH TINTO 6X75 CL,alcoolicas,"4.607,04",5.190,"0,50","12,65%"

749,VINHO DOM CAMPOS ERMELINDA F. BRANCO 6X75 CL,alcoolicas,"2.121,35",2.390,"2,00","12,66%"

750,IOGURTE PASCUAL SABOR ANANAS 24X125 GR,Alimentos,"661,25",745,"25,00","12,67%"

751,PAPEL FOTOC_PIA XEROX A4 1X1 RES,OUTROS/DIVERSOS,"274,25",309,"1.126,00","12,67%"

752,GRAN. DORI SABOR CHOCOLATE (R_ 568) 30X70GR,CONFEITARIAS,"724,16",816,"0,23","12,68%"

753,LEITE LIQ. M/GORDO LONGOS VALES 6X1 LT,Alimentos,"336,33",379,"131,85","12,69%"

754,"CEREAL, FLOCOS AVEIA INTEGRAL CIMARROM 12X400 GR",Alimentos,"953,06",1.074,"56,09","12,69%"

755,PAPEL HIG. RENOVA GREEN JUMBO 12X1 ROL,PRODUTOS DE HIGIENE LIMPEZA,"1.040,81",1.173,"17,50","12,70%"

756,SUMO MOCITOS PERA PCT 24X200 ML,n_alcool,"674,29",760,"1,12","12,71%"

757,TOALHA MESA PAPEL 70X70 RENOVA GREEN 1X250 FOLHA,OUTROS/DIVERSOS,"878,30",990,"8,00","12,72%"

758,ESFREG_O C/ESPONJA MISTO ( R-289 ) SAYMA 1X24 UN,OUTROS/DIVERSOS,"1.021,85",1.152,"16,50","12,74%"

759,VINHO PERIQUITA SETUBAL TINTO 6X75 CL,alcoolicas,"3.968,42",4.474,"15,00","12,74%"

760,VINHO JMF SETUBAL TINTO 6X75 CL,alcoolicas,"2.394,67",2.700,"10,50","12,75%"

761,DENT. COLGATE FLUOR GEL 12X75 ML,PRODUTOS DE HIGIENE LIMPEZA,"1.171,59",1.321,"101,50","12,75%"

762,GUARDANAPO RENOVA VERMELHO (32X30) 36X1 UN,PRODUTOS DE HIGIENE LIMPEZA,"1.862,47",2.100,"7,75","12,75%"

763,IOGURTE PASCUAL SABOR BAUNILIA 24X125 GR,Alimentos,"660,61",745,"21,62","12,77%"

764,VINHO PERIQUITA SETUBAL BRANCO 6X75 CL,alcoolicas,"3.966,77",4.474,"5,50","12,79%"

765,FRICANDELLES GALINHA HABEK 20X70GR,Alimentos,"399,80",451,"127,00","12,81%"

766,FEIJ_O SECO FRADE 1X5 KG,Alimentos,"624,95",705,"6,65","12,81%"

767,"TOMATE, PELADO INTEIRO TREVI 12X390 GR",Alimentos,"585,02",660,"10,33","12,82%"

768,IOGURTE CREMOSO PASCUAL DAMASCO/MANGA 24X125 GR,Alimentos,"1.023,68",1.155,"67,25","12,83%"

769,IOGURTE CREMOSO PASCUAL P_SSEGO/MARACUJ_ 24X125 GR,Alimentos,"1.023,59",1.155,"71,68","12,84%"

770,DET. P_ P/AREAR VIM 20X750 GR,OUTROS/DIVERSOS,"2.438,22",2.752,"3,90","12,87%"

771,DENT. COLGATE HERBAL BRANQ. 12X75 ML,PRODUTOS DE HIGIENE LIMPEZA,"1.170,08",1.321,"131,00","12,90%"

772,IOGURTE CREMOSO PASCUAL PED. MORANGO 24X125 GR,Alimentos,"1.022,99",1.155,"54,80","12,90%"

773,IOGURTE CREMOSO PASCUAL PED.CEREJA 24X125 GR,Alimentos,"1.022,99",1.155,"58,09","12,90%"

774,FIAMBRE CASA DO FIDALGO BARRA 1X1 KG,Alimentos,"338,33",382,"1.812,80","12,91%"

775,DET. LAVA TUDO BC_ FLOR FLORAL 6X2 LT,PRODUTOS DE HIGIENE LIMPEZA,"789,13",891,"0,66","12,91%"

776,ESFREGONA MICROF. BICOLOR (R-10.445) C/CABO 12X1UN,OUTROS/DIVERSOS,"1.585,33",1.790,"12,33","12,91%"

777,VINAGRE DE CEREAIS LEND_RIO ESPIGA 15X75 CL,Alimentos,"557,83",630,"10,87","12,94%"

778,PRATO PLASTICO FUNDO SAVIL (PACK 6) 1X6UN,OUTROS/DIVERSOS,"257,64",291,"52,00","12,95%"

779,ESSENCIA FOSTER CLARK_S LIM_O 12X28 ML,Alimentos,"411,68",465,"113,00","12,95%"

780,ESSENCIA FOSTER CLARK_S RUM 12X28 ML,Alimentos,"411,59",465,"111,00","12,98%"

781,VINHO VINEA CARTUXA TINTO 6X75 CL,alcoolicas,"2.462,45",2.782,"22,33","12,98%"

782,DROPS DORI RECH. YOGURTE 100 MOR. (R_ 552) 1X600GR,CONFEITARIAS,"153,11",173,"391,00","12,99%"

783,FRALDA RUBIE & YOU ( 3 ) LARGE 9X14KG 6X30FR,PRODUTOS DE HIGIENE LIMPEZA,"2.445,99",2.764,"350,67","13,00%"

784,VINHO JMF SETUBAL BRANCO 6X75 CL,alcoolicas,"2.389,31",2.700,"4,50","13,00%"

785,GUARDANAPO ZIG ZAG RENOVA (14x14) 50X1 MA_O,PRODUTOS DE HIGIENE LIMPEZA,"1.522,92",1.721,"2,50","13,01%"

786,"CEREAL, FLOCOS AVEIA NORMAL CIMARROM 12X400 GR",Alimentos,"950,24",1.074,"48,92","13,02%"

787,VINHO DOM CAMPOS ERMELINDA F. TINTO 6X75 CL,alcoolicas,"2.114,22",2.390,"91,00","13,04%"

788,ESSENCIA FOSTER CLARK_S BAUNILIA 12X28 ML,Alimentos,"411,34",465,"1.364,00","13,05%"

789,VINHO VERDE BRC_ GAZELA 12X375 ML,alcoolicas,"3.529,12",3.990,"0,58","13,06%"

790,VINHO VERDE BRC_ GAZELA 6X75 CL,alcoolicas,"2.883,41",3.260,"1,66","13,06%"

791,PO P/REFRESCO FOSTER LARANJA PCT 12X30 GR,n_alcool,"183,96",208,"342,33","13,07%"

792,ESSENCIA FOSTER CLARK_S COCO 12X28 ML,Alimentos,"411,23",465,"99,00","13,08%"

793,BOL. TIFFANY GLUCOSE LEITE/ MEL 48X50 GR,Alimentos,"787,87",891,"1,77","13,09%"

794,ESSENCIA FOSTER CLARK_S BANANA 12X28 ML,Alimentos,"411,16",465,"98,00","13,09%"

795,ESSENCIA FOSTER CLARK_S ANANAS 12X28 ML,Alimentos,"411,15",465,"165,00","13,10%"

796,VINHO DOURO CHARAMBA RESERVA TINTO 6X75 CL,alcoolicas,"3.866,26",4.373,"23,83","13,11%"

797,TOALHA MESA PAPEL 80X80 RENOVA GREEN 1X250 FOLHA,OUTROS/DIVERSOS,"1.134,25",1.283,"17,00","13,11%"

798,MOLHO BECHAMEL PARMALAT 27X200 ML,Alimentos,"1.759,24",1.990,"5,02","13,12%"

799,VINHO CAVALO BRAVO RESERVA TINTO 6X75 CL,alcoolicas,"2.467,07",2.791,"48,83","13,13%"

800,FRALDA RUBIE & YOU ( 1 ) SMALL 3X6KG 6X40FR,PRODUTOS DE HIGIENE LIMPEZA,"2.443,13",2.764,"320,00","13,13%"

801,APERIT. BATATA FRITA TOP CHIP QUEIJ/CEBOLA 25X32GR,Alimentos,"883,02",999,"2,00","13,13%"

802,VINHO TERRA BOA TINTO 6X75 CL,alcoolicas,"2.378,23",2.691,"16,33","13,15%"

803,VINHO ARGENTINO ROBLE SHIRAZ TINTO 6X75 CL,alcoolicas,"5.086,81",5.756,"4,50","13,16%"

804,BOL. AMANHECER AGUA E SAL 35X125 GR,Alimentos,"1.267,12",1.434,"38,00","13,17%"

805,"FRANGO, PERNAS IMP. 1X10 KG",Alimentos,"1.811,42",2.050,"16,69","13,17%"

806,VINHO SALPICO ALENTEJO TINTO 6X75 CL,alcoolicas,"3.278,46",3.712,"13,50","13,22%"

807,"FRANGO, SOBRECOXA IMP. 1X10KG",Alimentos,"1.545,61",1.750,"1.425,55","13,22%"

808,LA DE A_O ROLINHOS 40X125GR,OUTROS/DIVERSOS,"2.238,20",2.535,"24,25","13,26%"

809,QUEIJO HAPPY COW BARRA 1X2 KG,Alimentos,"1.146,81",1.299,"155,00","13,27%"

810,VINHO CASTELO DO SULCO REGIONAL TINTO 6X75 CL,alcoolicas,"2.171,70",2.460,"34,50","13,28%"

811,FRALDA INDAS ADULTO PREMIUM ( R_ L 9 ) 4X20 UN,PRODUTOS DE HIGIENE LIMPEZA,"3.135,41",3.552,"35,75","13,29%"

812,FEIJ_O CONGO VERDE ARMANTI LTA 24X420 GR,Alimentos,"2.214,45",2.509,"2.301,71","13,30%"

813,VINAGRE MA__ 100% GFA. VIDRO 12X500 ML,Alimentos,"1.288,56",1.460,"18,00","13,30%"

814,SABON. CREME AMALFI JALEA REAL 12X500 ML,cosmeticos,"1.166,72",1.322,"1,00","13,31%"

815,VINHO JP AZEIT_O TINTO 6X75 CL,alcoolicas,"2.374,82",2.691,"83,00","13,31%"

816,SHAMPOO  NATURAL CREAM AMALFI 16X750 ML,cosmeticos,"1.653,79",1.874,"5,75","13,32%"

817,ELIXIR LISTERINE TOTAL CARE 6X250 ML,PRODUTOS DE HIGIENE LIMPEZA,"1.265,40",1.434,"2,50","13,32%"

818,SHAMPOO FAMILIAR AVEIA AMALFI 16X750 ML,cosmeticos,"1.653,58",1.874,"4,25","13,33%"

819,VINHO JP AZEIT_O BRANCO 6X75 CL,alcoolicas,"2.374,34",2.691,"15,00","13,34%"

820,SHAMPOO VITAMINA AMALFI 16X750 ML,cosmeticos,"1.653,42",1.874,"2,50","13,34%"

821,DROPS DORI RECH. LUA CHEIA FRUTOS (R_ 637) 1X600GR,CONFEITARIAS,"152,63",173,"506,44","13,35%"

822,MILHO P/PIPOCAS TREVI 12X250 GR,Alimentos,"474,63",538,"14,34","13,35%"

823,VINHO ESP. CASAL GARCIA BRANCO M/SECO 6X75 CL,alcoolicas,"4.057,15",4.599,"2,00","13,36%"

824,SHAMPOO/AMAC./SUAVIZ. 3/1 AMALFI 16X750 ML,cosmeticos,"1.653,15",1.874,"2,25","13,36%"

825,FRALDA ONLEM NEW BORN SMALL 2/5KG 20X11 FR,PRODUTOS DE HIGIENE LIMPEZA,"2.358,87",2.674,"6,85","13,36%"

826,CHOC. EM P_ TREVI 20X125 GR,CONFEITARIAS,"1.092,96",1.239,"9,00","13,36%"

827,LUNCHEON MEAT GAL. ARMANTI 24X190 GR,Alimentos,"1.430,69",1.622,"627,05","13,37%"

828,BOL. TIFFANY CHUNKOS CHOC. 12X40 GR,Alimentos,"398,57",452,"37,50","13,41%"

829,DROPS DORI RECHEADA MORANGO (R_ 699) 1X600GR,CONFEITARIAS,"152,54",173,"1,00","13,41%"

830,FERMENTO P_ PACOTINHO RUF 15G/12X6UN,Alimentos,"394,98",448,"1.167,28","13,42%"

831,DROPS DORI RECH. LUA CHEIA CHANT. (R_ 644) 1X600GR,CONFEITARIAS,"152,49",173,"750,00","13,45%"

832,LEITE COCO 22% GORDURA LATA  N-JOY 24X400 ML,Alimentos,"3.808,42",4.321,"1,54","13,46%"

833,"REF. CAVIBEL COLA 4X1,5 LT",n_alcool,"460,02",522,"109,50","13,47%"

834,CEREAL FLOCOS INTEGRAIS 100% (5 CEREAIS) 12X400 GR,Alimentos,"1.171,80",1.330,"14,00","13,50%"

835,FRALDA RUBIE & YOU ( 4 ) XL + 14KG 6X28FR,PRODUTOS DE HIGIENE LIMPEZA,"2.435,00",2.764,"483,33","13,51%"

836,COGUMELO FATIADO CONG. PINGUIN 20X450 GR,Alimentos,"1.527,80",1.735,"16,15","13,56%"

837,VINAGRE NATURAL ALAMBIQUE 15X75 CL,Alimentos,"554,69",630,"166,00","13,58%"

838,AZEITE OLIVEIRA DA SERRA 1_ GFA. 12X1 LT,Alimentos,"3.740,76",4.249,"2,34","13,59%"

839,VINHO BAIRRADA ALIAN_A RESERVA BRANCO 6X75 CL,alcoolicas,"2.609,30",2.964,"6,00","13,59%"

840,VINHO CAVALO BRAVO REG. TINTO 6X75 CL,alcoolicas,"2.192,46",2.491,"105,66","13,62%"

841,PO P/REFRESCO FOSTER LIM_O PCT 12X30 GR,n_alcool,"183,04",208,"84,00","13,64%"

842,LUNCHEON MEAT VACA ARMANTI 24X320 GR,Alimentos,"1.965,83",2.234,"111,00","13,64%"

843,BOL. RACINE CROCKCINE BAUNILIA 30X130 GR,Alimentos,"905,77",1.030,"375,50","13,72%"

844,QUINOA REAL EM GR_O 100% 12X250 GR,Alimentos,"1.581,98",1.799,"12,84","13,72%"

845,DESOD. ROLL-ON NIVEA PURE NAT.(RF_ 551) 6X50ML,cosmeticos,"967,19",1.100,"13,00","13,73%"

846,VINHO CAMPINO TINTO PACOTE 12X1 LT,alcoolicas,"1.616,70",1.839,"10,01","13,75%"

847,GEL BANHO RELAX DUCHE AMALFI 16X750 ML,cosmeticos,"1.940,74",2.208,"5,00","13,77%"

848,GEL BANHO SAIS MIN. DUCHE AMALFI 16X750 ML,cosmeticos,"1.940,71",2.208,"4,75","13,77%"

849,BOL. RACINE CROCKCINE MORANGO 30X130 GR,Alimentos,"905,30",1.030,"256,35","13,77%"

850,PO P/REFRESCO FOSTER MORANGO PCT 12X30 GR,n_alcool,"182,81",208,"690,00","13,78%"

851,CEREJA EM CALDA AMANHECER FRASCO 6X330 GR,Alimentos,"1.107,34",1.260,"0,84","13,79%"

852,GEL BANHO ROSA MOSQUETA DUCHE AMALFI 16X750 ML,cosmeticos,"1.940,35",2.208,"2,00","13,79%"

853,FEIJ_O SECO MANTEIGA MEDIO TREVI 20X500 GR,Alimentos,"1.159,08",1.319,"4,55","13,80%"

854,GEL LAVA-M_O JOEL 4X5 KG,cosmeticos,"2.215,31",2.521,"27,75","13,80%"

855,GENGIBRE DESIDRATADO CUBOS 100% 12X100 GR,Alimentos,"1.295,23",1.474,"20,50","13,80%"

856,PRESUNTO FATIADO A. SOEIROS 1X1 KG,Alimentos,"1.600,92",1.822,"79,20","13,81%"

857,DROPS DORI RECH. BOLE. SAB TUTI-FRUT (590) 1X600GR,CONFEITARIAS,"152,00",173,"1,00","13,82%"

858,VINHO DONA ERMELINDA FREITAS TINTO 6X75 CL,alcoolicas,"3.181,93",3.622,"23,00","13,83%"

859,AMAC. CAB. NORMAL AMALFI 12X750 ML,cosmeticos,"1.396,79",1.590,"1,50","13,83%"

860,VINHO ADEGA GRANDE BRANCO ADAMADO 6X1LT,alcoolicas,"1.424,80",1.622,"4,17","13,84%"

861,FEIJ_O SECO CATARINO TREVI 20X500 GR,Alimentos,"1.579,81",1.799,"7,50","13,87%"

862,MASSA SPARG. ARMANTI 40X250 GR,Alimentos,"827,95",943,"517,49","13,90%"

863,APERIT. BATATA FRITA TOP CHIP VINAGRETA 25X32 GR,Alimentos,"876,97",999,"13,00","13,91%"

864,LUNCHEON MEAT GAL. ARMANTI 24X320 GR,Alimentos,"1.960,68",2.234,"1.197,75","13,94%"

865,LUVAS LATEX GRANDE (L8-9) C/TALCO 1X100 UN,OUTROS/DIVERSOS,"385,20",439,"1,00","13,97%"

866,NATA PARMALAT 3 PIMENTAS 27X200 ML,Alimentos,"1.876,66",2.139,"4,00","13,98%"

867,APERITIVO PRINGLES ORIGINAL 19X190 GR,Alimentos,"3.661,41",4.174,"6,78","14,00%"

868,PO P/REFRESCO FOSTER ANANAS/COCO PCT 12X30 GR,n_alcool,"182,37",208,"686,00","14,05%"

869,CEREAL FLOCOS DE SOJA 100% 12X150 GR,Alimentos,"804,00",917,"3,50","14,05%"

870,DENT. AMANHECER PROTE__O TOTAL 12X75 ML,PRODUTOS DE HIGIENE LIMPEZA,"941,59",1.074,"52,00","14,06%"

871,FEIJ_O SECO FAVA 1X5 KG,Alimentos,"902,05",1.029,"0,32","14,07%"

872,PAPEL HIG. RENOVA GREEN DO BEM 5X12 ROL,PRODUTOS DE HIGIENE LIMPEZA,"1.431,87",1.634,"3,00","14,12%"

873,FARINHA MILHO GROSSA BRANCA FLOR 10X500 GR,Alimentos,"477,53",545,"9,00","14,13%"

874,"DET. P_ P/M_Q. XAU REGULAR 88D 1X5,5 KG",PRODUTOS DE HIGIENE LIMPEZA,"1.158,27",1.322,"12,00","14,14%"

875,FEIJ_O SECO PEDRA PERU 1X5 KG,Alimentos,"673,75",769,"306,32","14,14%"

876,FARINHA MANDIOCA GABI TORRADA 24X500 GR,Alimentos,"1.367,62",1.561,"400,30","14,14%"

877,TOALHITAS JOYFUL CAMOMILA 12X65 UN,PRODUTOS DE HIGIENE LIMPEZA,"1.130,88",1.291,"314,84","14,16%"

878,LA DE A_O ROLINHOS 50X50GR,OUTROS/DIVERSOS,"852,21",973,"2,12","14,17%"

879,LA DE A_O BOBINE 1X1 KG,OUTROS/DIVERSOS,"270,62",309,"754,00","14,18%"

880,"FRANGO, COXA IMP. 1X10 KG",Alimentos,"1.602,49",1.830,"2,00","14,20%"

881,TORRESMO GANCEDO BOLSA 1X1 KG,Alimentos,"590,20",674,"1.024,06","14,20%"

882,MOLHO DE SOJA TREVI 12X135 ML,Alimentos,"707,46",808,"2,67","14,21%"

883,CHOC. P/CULIN_RIA PANTAGRUEL 10X200 GR,CONFEITARIAS,"2.180,94",2.491,"1,50","14,22%"

884,VINHO CHILENO MOMENT. CABERNET SAUV. TINTO 6X75 CL,alcoolicas,"5.278,16",6.030,"1,17","14,24%"

885,FARINHA MILHO FINA PITORRO SACO 1X25 KG,Alimentos,"1.728,68",1.975,"1,10","14,25%"

886,VINHO MULA VELHA RESERVA TINTO 6X75 CL,alcoolicas,"2.457,32",2.808,"268,16","14,27%"

887,PO P/REFRESCO FOSTER TROPICAL PCT 12X30 GR,n_alcool,"182,00",208,"1.503,00","14,29%"

888,GUARDANAPO RENOVA AZUL (32X30) 36X1 UN,PRODUTOS DE HIGIENE LIMPEZA,"1.837,40",2.100,"7,47","14,29%"

889,VINHO DON JO_O 1_ TINTO 12X75 CL,alcoolicas,"2.434,07",2.782,"1,00","14,29%"

890,"FRANGO, MOELA IMP. 1X10 KG",Alimentos,"1.530,43",1.750,"14,00","14,35%"

891,GR_O BICO TREVI LTA 12X420 GR,Alimentos,"638,37",730,"1,00","14,35%"

892,VINHO ADEGA GRANDE BRANCO M/S 12X75 CL,alcoolicas,"2.375,55",2.717,"3,25","14,37%"

893,COGUMELOS INTEIROS TREVI 12X355 GR,Alimentos,"1.128,71",1.291,"5,50","14,38%"

894,PO P/REFRESCO FOSTER MANGA PCT 12X30 GR,n_alcool,"181,78",208,"5.564,83","14,42%"

895,LEITE ACHOCOLATADO PARMALAT 27X200 ML,Alimentos,"926,36",1.060,"2,43","14,43%"

896,LUVAS LATEX PEQ. (S6-7) C/TALCO1X100 UN,OUTROS/DIVERSOS,"383,62",439,"3,00","14,44%"

897,DESOD. ROLL-ON NIVEA B&W FRESH RF_ 782/599 6X50 ML,cosmeticos,"961,11",1.100,"13,00","14,45%"

